review,rating,final_text,sentiment
"Aplikasi gofood jelek karna tidak bisa customer chat merchant makanan yg dibeli yg tidak sesuai pas diajukan ke gojek hanya bilang semoga kedepannya tidak terjadi hal tersebut dan tidak ada tinjut, sedangkan apk sebelah bisa nyelesain masalah dalam waktu kurang 1 jam",1,aplikasi gofood jelek tidak customer chat merchant makan beli tidak sesuai pas aju gojek bilang moga depan tidak jadi sebut tidak tinjut aplikasi belah nyelesain masalah waktu kurang jam,negatif
"kadang kadang ada yang pada nyetirnya ga bener dan bawa motor nya gajelas, udah dikasih tau arahan nya malah ngotot terus malah komplain.",2,kadang kadang nyetirnya tidak benar bawa motor gajelas kasih tau arah malah ngotot terus malah komplain,negatif
"kenapa nomer saya ada dua akun yang ada +62 dan 08 awalannya, jadi tidak sinkron di aplikasi lain seperti MyTelkomsel tidak bisa memuat akun gopay yang sudah terhubung di gojek driver dan gopay",2,nomer akun awal jadi tidak sinkron aplikasi mytelkomsel tidak muat akun gopay hubung gojek driver gopay,negatif
"udah make booking prioritas tetap lama, malah makin lama",4,make booking prioritas tetap lama malah makin lama,positif
Harga iklan di gofood mematikan,1,harga iklan gofood mati,negatif
aplikasi gak berguna ketika di butuhkan. tapi memberi notifikasi gak pernah telat aplikasi payah,1,aplikasi tidak guna butuh beri notifikasi tidak pernah telat aplikasi payah,negatif
"pengantaran nya cepat, orang nya ramah 😁",5,antar cepat orang ramah,positif
pelayanannya lambat,1,layan lambat,negatif
"pernah ada driver yg nakal TDK jujur, tdk memberitahu ke penumpang bhw sdh dibyr pake gopay dan menerima pembayaran 2 kali (cash dan gopay)...sy lapor ke gojek dan Alhamdulillah gojek langsung merespon dan mengembalikan gopay saya... makasih gojeekk🥰",5,pernah driver nakal tidak jujur tidak memberitahu tumpang bhw dibyr pake gopay terima bayar kali cash gopay lapor gojek alhamdulillah gojek langsung merespon kembali gopay terima kasih gojeekk,positif
"beberapa kali order, driver tdk merespon. di telpon dan di chat juga tidak menjawab. tolong direspon dan diseleksi driver yg spt ini.. menyusahkan orang",3,beberapa kali order driver tidak merespon telpon chat tidak jawab direspon seleksi driver spt susah orang,netral
"honestly saya suka dan udh berlangganan lama di aplikasi gojek, namun terkadang gojek itu suka lag seperti chat untuk komunikasi dengan driver tidak bisa dibuka dan terkadang terjadi booking lebih dari satu padahal saya tidak melakukan booking lebih dari satu bisa dibilang ini seperti lag juga. tapi setiap kelebihan pasti ada kekurangan, terima kasih 🙏",4,honestly suka langgan lama aplikasi gojek terkadang gojek suka lag chat komunikasi driver tidak buka terkadang jadi booking lebih satu padahal tidak laku booking lebih satu bilang lag lebih kurang terima kasih,positif
gojek sekarang pelayanan sudah tidak seperti dulu...hari ini saya pesan gofood beli 2item dikirim hanya 1 item saja...sudah komplain beserta bukti² nya sama sekali tidak ada penyelesaian yang baik chat bot nya hanya diam...himbauan pada masyarakat jika tidak terpaksa lebih baik langsung membeli disellernya langsung lebih aman transaksi seperti dulu lagi,1,gojek sekarang layan tidak dulu hari pesan gofood beli item kirim item komplain serta bukti sama sekali tidak selesai baik chat bot diam himbauan masyarakat tidak paksa lebih baik langsung beli disellernya langsung lebih aman transaksi dulu,negatif
cukup memuaskan,5,cukup muas,positif
Terima kasih sangat membantu,5,terima kasih sangat bantu,positif
"terimakasih banyak udah dikasih refund gak kayak tj wkwkwk, setara steam refund nya mudah.",5,terimakasih banyak kasih refund tidak kayak tj tara steam refund mudah,positif
selama ini aku merasa gojek salah satu mitra yg terpercaya u jemput anak,5,lama rasa gojek salah satu mitra percaya jemput anak,positif
"makin hari makin makin mengecewakan aja driver gosend, di batalkan terus walaupun jaraknya hanya 4-5km udah nunggu lama2 ga ada konfirmasi dari driver aplikasi stuck",1,makin hari makin makin kecewa driver gosend batal terus walaupun jarak kamu nunggu lama tidak konfirmasi driver aplikasi stuck,negatif
"makin ke sini makin gedeg untuk gocar nya, sudah pilih gocar xl, karena kita berlima (2 dewasa 2 anak 1 balita), menunggu 40 menit untuk 4 driver semua pada cancel jarak juga cuma 5 KM gak hujan juga, semuanya gak pada ngambil orderan, d chat pada gak d bales, klw gak mau narik jgn pada ngidupin aplikasi drivernya",3,makin sini makin gedeg gocar pilih gocar xl lima dewasa anak balita tunggu menit driver semua cancel jarak cuma kamu tidak hujan semua tidak ngambil order chat tidak bales klw tidak mau narik jangan ngidupin aplikasi driver,netral
over all oke,5,over all oke,positif
MANTAPPPPP JOSS🤩🤩🤩🤩,5,mantap joss,positif
"selalu dapat yang jauh, jadi cepat terlambat",1,selalu jauh jadi cepat lambat,negatif
banyak diskon,5,banyak diskon,positif
nyaman sekali,5,nyaman sekali,positif
Goplus hilang ngebug,1,goplus hilang ngebug,negatif
cepat tp kalo bisa ongkirnya jgn mahal sekali,5,cepat kalau ongkirnya jangan mahal sekali,positif
"Untuk saat in gojek cukup baik buat pengguna seperti saya yg sering bepergian kemana mana dgn menggunakan goride, good job gojek",5,in gojek cukup baik buat guna sering pergi mana guna goride good job gojek,positif
BRP dari kost 40 kejayaan ke Stasiun Gambir,5,brp kost jaya stasiun gambir,positif
"murah, cepat",5,murah cepat,positif
gojeg sangat membantu untuk perjalana kami,5,gojeg sangat bantu perjalana,positif
"map update lah!! nentuin titik lokasi rmh ga ada di map, mental ke lokasi berlabel usaha terdekat",2,map update nentuin titik lokasi rmh tidak map mental lokasi label usaha dekat,negatif
lebih murah dan lebih praktis,4,lebih murah lebih praktis,positif
"membantu mencari transportasi dengan cepat, dan segala makanan",5,bantu cari transportasi cepat segala makan,positif
banyakin promo nya plisss,5,banyakin promo pliss,positif
mempermudah pelangagn,5,mudah pelangagn,positif
pilihan expres dengan biaya tambahan tetap telat,1,pilih expres biaya tambah tetap telat,negatif
cepat tepat,5,cepat tepat,positif
aplikasi nyh jelek suka loding mau pesan gojek susah ngeleg,1,aplikasi nyh jelek suka loding mau pesan gojek susah lag,negatif
"Bisa bisanya saya pesan gosend tapi lokasi saya dengan titik pengantaran berbeda, padahal GPS saya aktif dan jaringan bagus. Perbedaannya bisa sampai 5km",2,bisa pesan gosend lokasi titik antar beda padahal gps aktif jaring bagus beda kamu,negatif
bagus dan cepat dapatnya,5,bagus cepat dapat,positif
on time yang aku suka sama Gopay,5,on time suka sama gopay,positif
Menjadi mudah mendapatkan transportasi,5,jadi mudah dapat transportasi,positif
bagusss banget,5,bagus banget,positif
order cepat ditanggapi driver pengalaman,5,order cepat tanggap driver alam,positif
praktis dan murah,5,praktis murah,positif
kenapa aplikasi gojek tidak bisa muncul di layar utama setelah di download?,5,aplikasi gojek tidak muncul layar utama download,positif
"membantu banget kalo pulsek ngga ada yg jemput, gojek serasa pacar soal nya anter jemput tiap hari walaupun boncos wkwkkw",5,bantu banget kalau pulsek tidak jemput gojek serasa pacar soal anter jemput tiap hari walaupun boncos wkwkkw,positif
Lama bwanget... sih bosan nunggu......,5,lama bwanget bosan nunggu,positif
untuk pagi ini harus 3 kali order baru bisa stlh pilih prioritas,5,pagi kali order baru pilih prioritas,positif
saya lagi naik goride masa saya pesan makanan tiba2 masa pencet makanan aneh...sistem mu aneh gojek,2,naik goride masa pesan makan tiba masa pencet makan aneh sistem mu aneh gojek,negatif
gila dapet driver yg jemput jaraknya 10 KM. Ini sehat?,1,gila driver jemput jarak kamu sehat,negatif
manjay (Aman Jaya),5,manjay aman jaya,positif
lemot aplikasinya..loading trus,4,lambat aplikasi loading terus,positif
"skr banyak driver yg ga kasih kabar mnta kita yg cancel... pagi ini udh 2 driver dpt bgitu, telat kerja gara gata gitu",3,skr banyak driver tidak kasih kabar mnta cancel pagi driver bgitu telat kerja gara gata gitu,netral
driver mu aneh saya pernah pesan gojek bukannya makin deket malah makin jauh gojeknya dan udh nunggu lama malah tetep makin jauh,1,driver mu aneh pernah pesan gojek bukan makin deket malah makin jauh gojek nunggu lama malah tetep makin jauh,negatif
verifikasi wajah berulang kali gagal..lebih bagus pakai maxim atau grab aja,1,verifikasi wajah ulang kali gagal lebih bagus pakai maxim grab,negatif
membantu untuk berpergian,5,bantu pergi,positif
"percuma pake pencarian cepat setengah jam lebih belom dapet, apa drivernya so pada kaya apa gimana ini segala banget batalin orderan lebih dari 5 kali dibatalin",2,percuma pake cari cepat tengah jam lebih bom apa driver so kaya apa bagaimana segala banget batalin order lebih kali dibatalin,negatif
gojek amat sangat membantu,5,gojek sangat bantu,positif
tolong di kasih QRIS dong untuk metode pembayaran,5,kasih qris metode bayar,positif
ga jelas ..top up saldo gopay ga masuk.,1,tidak jelas bagus up saldo gopay tidak masuk,negatif
bagus sih yaa oke lah,5,bagus yaa oke,positif
mantap membantu sekali,5,mantap bantu sekali,positif
oke joss,5,oke joss,positif
verifikasi gocar kenapa lama banget ya,5,verifikasi gocar lama banget,positif
bagus 👈🏻,5,bagus,positif
membantu saat genting,5,bantu genting,positif
Orderan makin tidak merata,1,order makin tidak rata,negatif
terjamin bangett,5,jamin bangett,positif
"sumpah enk bgt pke aplikasi ini,driver nya cekatan",5,sumpah enk banget pke aplikasi driver cekat,positif
sangat membantu saat urgen,5,sangat bantu urgen,positif
limit transaksinya ditambah lagi dong masak sebulan cuma 40 jt bikin kek 100 jt,4,limit transaksi tambah masak bulan cuma jt bikin kek jt,positif
mantap sesuai titik,5,mantap sesuai titik,positif
bagus syekali 👍🏻,5,bagus syekali,positif
luvv bgt,5,luvv banget,positif
"saya kasih bintang 1 karna gara2 kalian saya di marahi driver, saya gak pesan gocar, tapi tau2 ada pesanan di hp saya",1,kasih bintang gara kalian marah driver tidak pesan gocar tau pesan handphone,negatif
satset pol,5,satset pol,positif
ok sangat bermanfaat,5,sangat manfaat,positif
"Halo tim Gojek Indonesia, semoga ke depannya bisa menambahkan metode pembayaran melalui QRIS agar pengguna bisa membayar layanan Gojek lebih mudah tanpa harus menggunakan GoPay saja. Selain itu, mohon juga untuk memperbanyak promo dan diskon agar makin menarik bagi pengguna dan tidak kalah saing dengan aplikasi sebelah yang serupa. Karena sekarang banyak pengguna yang mempertimbangkan promo saat memilih aplikasi transportasi online. Terima kasih 🙏",5,halo tim gojek indonesia moga depan tambah metode bayar lalu qris guna bayar layan gojek lebih mudah tanpa guna gopay mohon banyak promo diskon makin tarik guna tidak kalah saing aplikasi belah rupa sekarang banyak guna timbang promo pilih aplikasi transportasi online terima kasih,positif
padahal saya udah pesen orang lain Malah TB TB di cancel terus ganti orang padahal saya Udah naik driver lain tolong ini gimana saya mau dilaporin untung saya udah cancel,1,padahal sen orang malah tb tb cancel terus ganti orang padahal naik driver bagaimana mau dilaporin untung cancel,negatif
bAgus,5,bagus,positif
senenf msu kmana mna gampng klo ada gojeg,5,senenf msu kmana mna gampng kalau gojeg,positif
sip pokokna mah.ok,5,sip pokokna mah,positif
seeeppp,5,seepp,positif
mantulllllll,5,mantull,positif
sangat membantu bnget....disaat kontrol nenek ke RS tp gak puny mobil.driver ramah pula. sngt membantu saat pngen jajan TPI jauh....males antre,5,sangat bantu bnget saat kontrol nenek rs tidak puny mobil driver ramah sngt bantu pngen jajan tpi jauh males antre,positif
aku benci bgt mengandalkan aplikasi ini ga bisa buat cepet cepettt,1,benci banget andal aplikasi tidak buat cepat cepett,negatif
A multi app for everyone needs,5,multi app for everyone needs,positif
sangat membantu 🙏🏻🙏🏻🙏🏻,5,sangat bantu,positif
udah lama pakai aplikasi ini tidak pernah mengecewakan 👍👍👍,5,lama pakai aplikasi tidak pernah kecewa,positif
Gercep,4,gercep,positif
"simple,sangat membantu aktifitas",5,simple sangat bantu aktifitas,positif
"sering banget nunggu lebih dari 10 menit dan driver ga gerak, giliran ditelpon drivernya bilang katanya gaada notif orderan, anehhh. giliran saya cancel saya yang di rating jelek sama driver.",1,sering banget nunggu lebih menit driver tidak gerak gilir telpon driver bilang kata tidak notif order anehh gilir cancel rating jelek sama driver,negatif
wes alhamdulillah pokok e,5,wes alhamdulillah pokok,positif
aplikasinya bagus dan memuaskan tapi ada salah satu driver tadi yg kurang ramah dan bentak2 saya 🥲,4,aplikasi bagus muas salah satu driver tadi kurang ramah bentak,positif
karya anak bangsa,5,karya anak bangsa,positif
Cepat tepat murah👍👍,5,cepat tepat murah,positif
sumpah lu app apaan dahhh masa ongkir gofoodnya 22rb harga makanan cmn 15rb jarak resto ke rumsh gw dekat ongkir apaan 22rb,1,sumpah kamu app apa dahh masa ongkir gofoodnya rb harga makan cmn rb jarak resto rumsh dekat ongkir apa rb,negatif
mantap keren.. sangat membantu 👍,5,mantap keren sangat bantu,positif
sangat sangat sangat membatu sekali,5,sangat sangat sangat batu sekali,positif
Gojek membantu banyak pengangguran,4,gojek bantu banyak anggur,positif
Suka sama apk gojek tapi yg bikin kesel gopay saya terblokir,5,suka sama aplikasi gojek bikin kesel gopay blokir,positif
dah lah mahal... jelek lagi.. saya ga pada ganti alamat mana ntah dmn alamatnya,1,dah mahal jelek tidak ganti alamat mana ntah dmn alamat,negatif
"bagus dan menyenangkan pelayanan gojek nya pokonya mantep deh keren menyesuaikan, bintang lima aja deh best trimakasih gojek",5,bagus senang layan gojek poko mantep keren sesuai bintang lima best trimakasih gojek,positif
Pengiriman cepat 'driver ramah dan atribut lengkap .. aman .. Terimakasih,5,kirim cepat driver ramah atribut lengkap aman terimakasih,positif
"TOLONG BUAT DRIVER MOTOR KASIH TAHU BUAT BACA MAPS, JANGAN SOK TAHU JALAN JADINYA TELAT. TERUS KALAU LAGI BERKENDARA JANGAN PAKAI EARPHONE !!!",1,buat driver motor kasih tahu buat baca maps jangan sok tahu jalan jadi telat terus kalau kendara jangan pakai earphone,negatif
"tolong untuk bantuan menghubungi customer service via chat agar dimudahkan customer itu bisa mengetik sendiri apa yang mau ditanyain, bukan hanya ""pesan cepat"" aja, kan belum tentu yang mau saya tanya tersedia di pesan cepat kalian. buat driver gocar, saya gak akan lagi pesen pake gocar, karena songong2 banget.",4,bantu hubung customer service via chat mudah customer etik sendiri apa mau ditanyain bukan pesan cepat kan belum mau tanya sedia pesan cepat kalian buat driver gocar tidak sen pake gocar songong banget,positif
selalu aman pakai gojek,5,selalu aman pakai gojek,positif
"kemana"" mudah dan drivernya ramah""..",5,mudah driver ramah,positif
baik ramah pengemudinya,5,baik ramah mud,positif
santai nyaman,5,santai nyaman,positif
mantap trskan,5,mantap trskan,positif
kenapa harus susah saat main go cats,5,susah main go cats,positif
upil,4,upil,positif
berguna dn bagus ... walo prnh dpt driver yg nolak ank sy karena gendut ..,5,guna dn bagus walo prnh driver nolak ank gendut,positif
"ijin ya, hari ini bener2 kecewa banget, mau pergi pagian krn ada perlu yg urgent, pesen gojek dr 7.30 pesen gojek 3x di ambil tp tdk ada yang bergerak sama sekali ada 1 gojek malah muter arah dan makin jauh pdhal sy sdh chat brp x apakah mau di ambil atau tdk, sy cancel pun sy chat mrk dgn kata maaf, smp sy SC chat sy buat jaga2 takut di satronin dan di marah2 in driver sprt yg banyak terjadi. dan alhamdulilah 8.30 di ambil driver hijau lain dan mrk welcome. kl sprt ini apakah costumer salah.",3,ijin hari benar kecewa banget mau pergi pagi perlu urgent sen gojek sen gojek ambil tidak gerak sama sekali gojek malah muter arah makin jauh pdhal chat brp mau ambil tidak cancel chat mrk kata maaf smp sc chat buat jaga takut satronin marah in driver sprt banyak jadi alhamdulilah ambil driver hijau mrk welcome kalau sprt costumer salah,netral
Garcep dan ramah,5,garcep ramah,positif
pokoknya nyamann dah,5,pokok nyamann dah,positif
